ref,Teff,logg,micro,source_id_GAIA,[OI/FeI],[O/H],Ostd,[NaI/FeI],[Na/H],Nastd,[MgI/FeI],[Mg/H],Mgstd,[AlI/FeI],[Al/H],Alstd,[SiI/FeI],[Si/H],Sistd,[CaI/FeI],[Ca/H],Castd,target_id,[ScII/FeII],[ScII/H],ScIIstd,[TiI/FeI],[TiI/H],TiIstd,[TiII/FeII],[TiII/H],TiIIstd,[VI/FeI],[V/H],Vstd,[CrI/FeI],[Cr/H],Crstd,[MnI/FeI],[Mn/H],Mnstd,[FeI/H],Festd,[FeII/H],FeIIstd,[CoI/FeI],[Co/H],Costd,[NiI/FeI],[Ni/H],Nistd,[CuI/FeI],[Cu/H],Custd,[ZnI/FeI],[Zn/H],Znstd,[Sr/Fe],[Sr/H],Srstd,[YII/FeII],[YII/H],Ystd,[ZrII/FeII],[ZrII/H],Zrstd,[BaII/FeII],[BaII/H],Bastd,[LaII/FeII],[LaII/H],Lastd,[CeII/FeII],[CeII/H],Cestd,[PrII/FeII],[PrII/H],Prstd,[NdII/FeII],[NdII/H],Ndstd,[SmII/FeII],[SmII/H],Smstd,[EuII/FeII],[EuII/H],Eustd,main_id_2,Strut,Structure,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ruwe,phot_g_mean_mag,phot_g_mean_mag_error
MINCE IV,4125,1.54,1.54,1745183033571590784,0.49000000953674316,-0.12000000476837158,0.0,0.55,-0.0600000143051147,0.13,0.6499999761581421,0.039999961853027344,0.02,0.5,-0.11000001430511475,0.14,0.4099999964237213,-0.20000001788139343,0.15,0.21,-0.4000000143051148,0.08,StKM_1-1889,0.23,-0.3300000023841858,0.16,0.4300000071525574,-0.18000000715255737,0.11,0.28999999165534973,-0.27000001072883606,0.15,0.14,-0.47000001430511473,0.13,-0.07,-0.6800000143051148,0.12,-0.20000000298023224,-0.810000017285347,0.07,-0.61,0.16,-0.56,0.14,0.16,-0.4500000143051147,0.16,0.03,41.03,0.17,0.07999999821186066,-0.5300000160932541,0.0,-0.20000000298023224,-0.810000017285347,0.0,-0.5099999904632568,-1.1200000047683716,0,-0.13,-0.6900000023841858,0.11,-0.28,-0.8400000023841858,0.2,-0.20999999344348907,-0.7699999958276749,0.05,0.10000000149011612,-0.46000000089406967,0.08,-0.1599999964237213,-0.7199999988079071,0.08,0.10000000149011612,-0.46000000089406967,0.05,0.12,-0.4400000023841858,0.15,0.16,-0.40000000238418576,0.09,0.52,-0.04000000238418577,0.18,StKM 1-1889,T,2,321.13508737963,0.0142,10.05608266571,0.0139,1.0831,0.0166,65.407,23.628,2.976,0.017,-23.44,0.014,31,,,0.984,9.442657,0.002767
MINCE III,4140,0.9,1.89,6791932712052452352,999.9990234375,998.1950234174728,999.9990234375,0.15500000000000003,-1.6490000200271606,0.052,0.6180000000000001,-1.1860000200271605,0.081,0.494,-1.3100000200271606,0.063,0.46199999999999997,-1.3420000200271607,0.1,0.41700000000000004,-1.3870000200271606,0.051,CD-33_15063,0.23199999999999998,-1.3739999465942383,0.146,0.44799999999999995,-1.3560000200271607,0.081,0.3560000000000001,-1.2499999465942382,0.132,0.05600000000000005,-1.7480000200271606,0.064,0.06000000000000005,-1.7440000200271606,0.0,-0.264,-2.068000020027161,0.104,-1.804,0.157,-1.606,0.152,0.15300000000000002,-1.6510000200271606,0.145,-0.008999999999999897,40.991,0.147,-0.397,-2.201000020027161,0.119,0.05699999999999994,-1.7470000200271607,0.012,-0.1479999999999999,-1.9520000200271606,0,0.15200000000000014,-1.4539999465942381,0.0,0.5930000000000002,-1.012999946594238,0.0,0.7150000000000001,-0.8909999465942382,0.0,0.42300000000000004,-1.1829999465942382,0.0,0.397,-1.2089999465942383,0.0,0.18100000000000005,-1.4249999465942382,0.0,0.4500000000000002,-1.155999946594238,0.0,0.26,-1.3459999465942383,0.0,0.18100000000000005,-1.4249999465942382,0.0,CD-33 15063,S,3,309.28967504252,0.0134,-33.50840226914,0.0084,0.3926,0.0181,21.6769,27.156,1.89,0.017,-27.09,0.015,95,1.4082,0.0032,0.93,9.601243,0.002788
MINCE III,4551,1.12,2.05,5708148155001776512,999.9990234375,997.6620235443115,999.9990234375,-0.20399999999999974,-2.5409998931884763,0.058,0.4940000000000002,-1.8429998931884763,0.09,-996.663,-998.9999998931885,-999.0,0.39100000000000024,-1.9459998931884763,0.065,0.3740000000000001,-1.9629998931884765,0.046,TYC_6002-1724-1,0.11499999999999977,-2.1849999523162844,0.038,0.3290000000000002,-2.0079998931884764,0.063,0.35399999999999987,-1.9459999523162843,0.07,-0.0519999999999996,-2.388999893188476,0.033,-0.10599999999999987,-2.4429998931884764,0.0,-0.45599999999999996,-2.7929998931884765,0.07,-2.337,0.115,-2.3,0.076,-0.0019999999999997797,-2.3389998931884763,0.079,-0.009999999999999787,40.99,0.108,-0.5399999999999996,-2.876999893188476,0.0,-0.008999999999999897,-2.3459998931884765,0.029,-0.18799999999999972,-2.5249998931884763,0,-0.2530000000000001,-2.5529999523162843,0.0,0.27,-2.029999952316284,0.0,-0.3120000000000003,-2.6119999523162845,0.0,-0.1980000000000004,-2.4979999523162846,0.0,-996.7,-998.9999999523163,0.0,-996.7,-998.9999999523163,0.0,-0.10600000000000032,-2.4059999523162845,0.0,0.09799999999999986,-2.2019999523162843,0.0,0.04400000000000004,-2.255999952316284,0.0,TYC 6002-1724-1,S,3,126.1590437279,0.0094,-17.92332220042,0.009,0.4279,0.0128,33.5213,24.241,4.577,0.014,-23.805,0.013,31,,,0.962,9.94953,0.002772
MINCE I\II,4393,1.08,1.94,3609151492315774848,0.6800000667572021,-1.312999963760376,0.019999999552965164,-0.31999993324279785,-2.312999963760376,0.05,0.4700000286102295,-1.5230000019073486,0.03,0.0700000524520874,-1.9229999780654907,0.0,0.3200000524520874,-1.6729999780654907,0.06,0.33000004291534424,-1.6629999876022339,0.05,HD115575,0.23000001907348633,-1.628999948501587,0.14,0.31000006198883057,-1.6829999685287476,0.08,0.3200000524520874,-1.5389999151229858,0.11,9.59000015258789,7.5970001220703125,0.07,-0.04999995231628418,-2.0429999828338623,0.0,-0.2799999713897705,-2.2730000019073486,0.05,-1.993,0.091,-1.859,0.122,0.09000003337860107,-1.902999997138977,0.09,-0.029999971389770508,40.97000002861023,0.12,-0.5299999713897705,-2.5230000019073486,0.1,0.060000061988830566,-1.9329999685287476,0.01,-0.4169999957084656,-2.4100000262260437,0,-0.1770000010728836,-2.035999968647957,0.0,0.46,-1.3989999675750733,0.04,-0.15199999511241913,-2.0109999626874924,0.0,-0.004000000189989805,-1.862999967765063,0.0,-0.17499999701976776,-2.033999964594841,0.0,-0.11699999868869781,-1.975999966263771,0.0,-0.007000000216066837,-1.86599996779114,0.0,0.10300000011920929,-1.755999967455864,0.0,0.17299999296665192,-1.6859999746084213,0.0,HD 115575,S,3,199.54141900486,0.0182,-13.97952401902,0.0118,0.6368,0.0226,28.1186,38.58,-22.8,0.023,-31.122,0.012,31,,,1.06,9.025355,0.002767
MINCE I\II,4660,0.96,2.11,2204221372879385216,1.0899999141693115,-0.6470000743865967,0.0,-0.1499999761581421,-1.8869999647140503,0.04,0.5199999809265137,-1.2170000076293945,0.0,0.0,-1.7369999885559082,0.0,0.2200000286102295,-1.5169999599456787,0.04,0.3400000333786011,-1.3969999551773071,0.08,TYC_4267-2023-1,0.41999995708465576,-1.6629999876022339,0.11,0.5299999713897705,-1.2070000171661377,0.13,0.5199999809265137,-1.562999963760376,0.15,10.260000228881836,8.523000240325928,0.05,0.0,-1.7369999885559082,0.0,-0.20000004768371582,-1.937000036239624,0.09,-1.737,0.14,-2.083,0.155,0.25999999046325684,-1.4769999980926514,0.16,-0.019999980926513672,40.980000019073486,0.19,-0.26999998092651367,-2.006999969482422,0.03,-0.3399999141693115,-2.0769999027252197,0.02,0.07699999958276749,-1.6599999889731407,0,-0.18299999833106995,-2.2659999430179596,0.0,0.38,-1.7029999446868898,0.09,0.05000000074505806,-2.0329999439418316,0.0,0.15700000524520874,-1.925999939441681,0.0,-0.054999999701976776,-2.1379999443888664,0.0,0.05999999865889549,-2.022999946027994,0.0,0.14399999380111694,-1.9389999508857727,0.0,0.2150000035762787,-1.867999941110611,0.0,0.31700000166893005,-1.7659999430179596,0.0,TYC 4267-2023-1,S,3,330.44206161496,0.0092,62.46134544435,0.0098,0.622,0.0105,59.4393,17.898,4.246,0.013,17.388,0.013,31,,,0.891,9.502825,0.002782
MINCE I\II,4565,1.15,2.03,747669354292137472,0.9600000381469727,-1.4010000228881836,0.029999999329447746,-0.13000011444091797,-2.491000175476074,0.02,0.6399998664855957,-1.7210001945495605,0.14,-96.62999725341797,-98.99099731445312,0.0,0.559999942779541,-1.8010001182556152,0.09,0.4099998474121094,-1.9510002136230469,0.06,BD+31_2143,0.26999998092651367,-1.9690001010894775,0.13,0.3899998664855957,-1.9710001945495605,0.07,0.38999998569488525,-1.849000096321106,0.13,9.210000038146973,6.848999977111816,0.07,-0.09000015258789062,-2.451000213623047,0.0,-0.3900001049041748,-2.751000165939331,0.1,-2.361,0.101,-2.239,0.116,0.029999971389770508,-2.3310000896453857,0.06,0.009999990463256836,41.00999999046326,0.1,-0.5500001907348633,-2.9110002517700195,0.0,0.15999984741210938,-2.201000213623047,0.03,0.050999999046325684,-2.3100000619888306,0,-0.0989999994635582,-2.3380000814795494,0.0,0.38,-1.8590000820159913,0.05,-0.04899999871850014,-2.2880000807344913,0.0,0.006000000052154064,-2.233000081963837,0.0,-0.11900000274181366,-2.358000084757805,0.0,0.23399999737739563,-2.0050000846385956,0.0,0.010999999940395355,-2.228000082075596,0.0,0.21400000154972076,-2.0250000804662704,0.0,0.14100000262260437,-2.098000079393387,0.0,BD+31  2143,S,3,157.07175275159,0.0115,30.44126036941,0.0115,0.6252,0.0138,45.2996,44.265,-6.682,0.014,-43.757,0.014,31,,,0.884,8.878562,0.002776
MINCE III,4551,1.23,1.96,4897427826105156096,999.9990234375,998.0420234203339,999.9990234375,-0.051999999999999824,-2.0090000171661373,0.11,0.4480000000000002,-1.5090000171661375,0.067,0.040000000000000036,-1.9170000171661377,0.109,0.40800000000000014,-1.5490000171661376,0.112,0.40900000000000003,-1.5480000171661377,0.045,CD-23_1855,0.2450000000000001,-1.65400004863739,0.113,0.3920000000000001,-1.5650000171661376,0.068,0.32600000000000007,-1.57300004863739,0.11,0.02400000000000002,-1.9330000171661377,0.069,-0.018000000000000016,-1.9750000171661377,0.0,-0.2699999999999998,-2.2270000171661373,0.052,-1.957,0.105,-1.899,0.096,0.11699999999999999,-1.8400000171661377,0.108,0.03200000000000003,41.032,0.113,-0.4570000000000001,-2.4140000171661375,0.089,0.007000000000000117,-1.9500000171661376,0.015,-0.2270000000000001,-2.184000017166138,0,0.19900000000000007,-1.70000004863739,0.0,0.696,-1.2030000486373902,0.0,0.21500000000000008,-1.68400004863739,0.0,0.3460000000000001,-1.55300004863739,0.0,0.23199999999999998,-1.6670000486373902,0.0,-997.101,-999.0000000486374,0.0,0.45199999999999996,-1.4470000486373902,0.0,0.635,-1.2640000486373901,0.0,0.754,-1.1450000486373901,0.0,CD-23  1855,H,4,64.58993515772,0.008,-23.39430740256,0.0094,0.5122,0.0136,37.544,26.447,11.231,0.012,-23.944,0.014,31,,,0.996,9.735675,0.002762
MINCE III,4266,1.25,1.8,5322479814316334720,999.9990234375,998.2300233840942,999.9990234375,-0.006000000000000005,-1.7750000534057617,0.044,0.6559999999999999,-1.1130000534057618,0.067,0.22299999999999986,-1.5460000534057619,0.074,0.589,-1.1800000534057618,0.119,0.494,-1.2750000534057617,0.048,TYC_8161-753-1,0.3400000000000001,-1.219999942779541,0.138,0.33999999999999986,-1.4290000534057619,0.059,0.45300000000000007,-1.106999942779541,0.091,-0.038000000000000034,-1.8070000534057618,0.057,-0.03100000000000014,-1.8000000534057619,0.0,-0.3420000000000003,-2.1110000534057622,0.091,-1.769,0.134,-1.56,0.117,0.10499999999999998,-1.6640000534057617,0.123,0.008999999999999897,41.009,0.1,-0.43399999999999994,-2.203000053405762,0.152,0.2569999999999999,-1.5120000534057618,0.021,-0.17500000000000004,-1.9440000534057618,0,0.15400000000000014,-1.4059999427795409,0.0,0.657,-0.902999942779541,0.0,0.42800000000000016,-1.1319999427795409,0.0,0.3380000000000001,-1.221999942779541,0.0,0.27900000000000014,-1.2809999427795409,0.0,0.21300000000000008,-1.346999942779541,0.0,0.363,-1.196999942779541,0.0,0.375,-1.184999942779541,0.0,0.488,-1.071999942779541,0.0,TYC 8161-753-1,H,4,125.93217546448,0.0102,-50.97319231952,0.0101,0.9161,0.0109,84.0872,14.05,11.8,0.013,-7.626,0.012,31,,,1.044,9.479089,0.002771
MINCE III,4367,0.98,1.96,5717948445741886720,999.9990234375,998.2290234565735,999.9990234375,-0.10000000000000009,-1.8699999809265138,0.036,0.488,-1.2819999809265137,0.072,-0.014000000000000012,-1.7839999809265137,0.104,0.3560000000000001,-1.4139999809265136,0.115,0.4019999999999999,-1.3679999809265138,0.047,BD-16_2232,0.19600000000000017,-1.5049999752044676,0.097,0.3580000000000001,-1.4119999809265136,0.059,0.3250000000000002,-1.3759999752044676,0.091,0.013000000000000123,-1.7569999809265135,0.053,0.018000000000000016,-1.7519999809265137,0.0,-0.2370000000000001,-2.0069999809265138,0.071,-1.77,0.124,-1.701,0.1,0.137,-1.6329999809265137,0.153,0.015000000000000124,41.015,0.145,-0.43000000000000016,-2.199999980926514,0.135,-0.06299999999999994,-1.8329999809265136,0.001,-0.2650000000000001,-2.034999980926514,0,-0.02299999999999991,-1.7239999752044677,0.0,0.4500000000000002,-1.2509999752044676,0.0,0.040000000000000036,-1.6609999752044677,0.0,0.16000000000000014,-1.5409999752044676,0.0,0.04600000000000004,-1.6549999752044677,0.0,0.18600000000000017,-1.5149999752044676,0.0,0.2530000000000001,-1.4479999752044677,0.0,0.4670000000000001,-1.2339999752044677,0.0,0.683,-1.0179999752044677,0.0,BD-16  2232,H,4,119.94508774551,0.0095,-17.38559326397,0.0095,0.5935,0.0149,39.8001,15.508,-7.311,0.014,13.676,0.012,31,,,1.152,9.505624,0.002761
MINCE III,4343,0.78,2.06,2889748799564531968,999.9990234375,998.1170234680176,999.9990234375,0.21899999999999986,-1.662999969482422,0.041,0.3979999999999999,-1.483999969482422,0.067,0.6829999999999998,-1.198999969482422,0.076,0.33899999999999997,-1.542999969482422,0.076,0.3859999999999999,-1.495999969482422,0.062,CD-33_2721,0.18799999999999994,-1.7169999713897706,0.099,0.3899999999999999,-1.491999969482422,0.068,0.3500000000000001,-1.5549999713897704,0.069,0.03399999999999981,-1.847999969482422,0.044,0.04599999999999982,-1.835999969482422,0.0,-0.2390000000000001,-2.1209999694824218,0.064,-1.882,0.118,-1.905,0.126,0.06999999999999984,-1.811999969482422,0.128,-0.026000000000000023,40.974,0.137,-0.4570000000000001,-2.3389999694824217,0.075,-0.13400000000000012,-2.015999969482422,0.003,-0.2380000000000002,-2.1199999694824223,0,-0.050999999999999934,-1.9559999713897704,0.0,0.41100000000000003,-1.4939999713897705,0.0,0.18399999999999994,-1.7209999713897706,0.0,0.16799999999999993,-1.7369999713897706,0.0,0.029000000000000137,-1.8759999713897704,0.0,0.17300000000000004,-1.7319999713897705,0.0,0.21599999999999997,-1.6889999713897705,0.0,0.361,-1.5439999713897705,0.0,0.46799999999999997,-1.4369999713897705,0.0,CD-33  2721,H,4,91.29598590854,0.0097,-33.14647423296,0.0116,0.5258,0.0131,40.1318,9.228,-1.12,0.014,-9.16,0.016,31,,,1.067,9.008746,0.002784
MINCE III,4291,0.96,1.93,6798575067954225280,999.9990234375,998.3670234680176,999.9990234375,0.1379999999999999,-1.493999969482422,0.038,0.4229999999999998,-1.208999969482422,0.092,0.6179999999999999,-1.013999969482422,0.098,0.33799999999999986,-1.293999969482422,0.115,0.3819999999999999,-1.249999969482422,0.051,CD-28_16762,0.19700000000000006,-1.32700004863739,0.133,0.34099999999999997,-1.290999969482422,0.07,0.272,-1.2520000486373901,0.08,0.028999999999999915,-1.602999969482422,0.067,0.05599999999999983,-1.575999969482422,0.0,-0.2100000000000002,-1.841999969482422,0.052,-1.632,0.127,-1.524,0.115,0.11199999999999988,-1.519999969482422,0.13,-0.028000000000000025,40.972,0.129,-0.45799999999999996,-2.089999969482422,0.128,-0.06700000000000017,-1.698999969482422,0.001,-0.33000000000000007,-1.961999969482422,0,-0.11299999999999999,-1.6370000486373901,0.0,0.40900000000000003,-1.11500004863739,0.0,0.17799999999999994,-1.3460000486373902,0.0,0.17900000000000005,-1.34500004863739,0.0,0.2670000000000001,-1.25700004863739,0.0,0.20799999999999996,-1.3160000486373902,0.0,0.2450000000000001,-1.27900004863739,0.0,0.387,-1.1370000486373901,0.0,0.593,-0.9310000486373902,0.0,CD-28 16762,H,4,308.5865680701,0.0135,-28.54267278997,0.0106,0.4358,0.0148,29.379,20.179,6.532,0.016,-19.092,0.013,31,,,1.138,9.677214,0.002769
MINCE III,4584,1.26,1.97,4901998736459238784,999.9990234375,997.8930234909058,999.9990234375,-0.1280000000000001,-2.2339999465942384,0.039,0.5219999999999998,-1.5839999465942385,0.08,0.11199999999999988,-1.9939999465942384,0.0,0.3769999999999998,-1.7289999465942385,0.14,0.3689999999999998,-1.7369999465942385,0.054,CD-62_15,0.1649999999999998,-1.8930000877380373,0.028,0.3749999999999998,-1.7309999465942385,0.132,0.33699999999999974,-1.7210000877380374,0.092,0.0129999999999999,-2.0929999465942384,0.13,-0.06200000000000028,-2.1679999465942386,0.0,-0.30000000000000027,-2.4059999465942385,0.037,-2.106,0.118,-2.058,0.109,0.041999999999999815,-2.0639999465942385,0.153,9.999999999998899E-4,41.001,0.126,-0.359,-2.4649999465942383,0.063,0.04599999999999982,-2.0599999465942385,0.019,-0.16500000000000004,-2.2709999465942383,0,-0.03300000000000036,-2.0910000877380375,0.0,0.4029999999999998,-1.6550000877380373,0.0,-0.03600000000000003,-2.094000087738037,0.0,0.009999999999999787,-2.0480000877380373,0.0,-0.10400000000000009,-2.162000087738037,0.0,-996.942,-999.000000087738,0.0,0.07899999999999974,-1.9790000877380374,0.0,0.20799999999999974,-1.8500000877380374,0.0,0.29699999999999993,-1.7610000877380372,0.0,CD-62    15,H,4,6.11159325447,0.0103,-61.69453628504,0.0108,0.5813,0.0135,43.1114,34.863,4.099,0.012,-34.622,0.013,31,,,1.028,9.434647,0.002764
MINCE III,4767,1.82,1.82,2402811860245032448,999.9990234375,997.4900233745575,999.9990234375,-0.008000000000000007,-2.517000062942505,0.043,0.5519999999999998,-1.957000062942505,0.033,-996.491,-999.0000000629425,-999.0,0.5099999999999998,-1.999000062942505,0.146,0.48099999999999987,-2.028000062942505,0.059,BD-19_6363,0.09399999999999986,-2.2730001029968263,0.024,0.367,-2.142000062942505,0.074,0.44300000000000006,-1.9240001029968261,0.096,-0.1160000000000001,-2.625000062942505,0.141,-0.06600000000000028,-2.575000062942505,0.0,-0.3810000000000002,-2.890000062942505,0.042,-2.509,0.119,-2.367,0.131,0.0129999999999999,-2.496000062942505,0.08,0.06499999999999995,41.065,0.132,-996.491,-999.0000000629425,-999.0,0.2609999999999997,-2.248000062942505,0.023,-0.10400000000000009,-2.613000062942505,0,-0.02300000000000013,-2.3900001029968263,0.0,0.399,-1.9680001029968262,0.0,-0.028999999999999915,-2.396000102996826,0.0,0.07600000000000007,-2.291000102996826,0.0,-9.999999999998899E-4,-2.368000102996826,0.0,-996.633,-999.0000001029969,0.0,0.1459999999999999,-2.2210001029968263,0.0,0.401,-1.9660001029968261,0.0,0.21799999999999997,-2.149000102996826,0.0,BD-19  6363,H,4,343.91024468272,0.0432,-18.76515268253,0.0351,0.5917,0.0459,12.8813,33.976,-0.805,0.07,-33.967,0.046,31,,,3.438,9.776914,0.002764
MINCE III,4424,1.24,1.86,5013432934264533760,999.9990234375,998.2630234956741,999.9990234375,-0.18799999999999994,-1.9239999418258666,0.038,0.4119999999999999,-1.3239999418258668,0.051,-0.016000000000000014,-1.7519999418258667,0.11,0.29200000000000004,-1.4439999418258667,0.106,0.3360000000000001,-1.3999999418258666,0.049,CD-36_518,0.14500000000000002,-1.4400000381469726,0.098,0.29499999999999993,-1.4409999418258668,0.059,0.2469999999999999,-1.3380000381469728,0.051,-0.06699999999999995,-1.8029999418258666,0.046,-0.001000000000000112,-1.7369999418258668,0.0,-0.2929999999999999,-2.028999941825867,0.055,-1.736,0.114,-1.585,0.121,0.010999999999999899,-1.7249999418258668,0.131,-0.07099999999999995,40.929,0.107,-0.5469999999999999,-2.2829999418258664,0.123,-0.07600000000000007,-1.8119999418258668,0.029,-0.2490000000000001,-1.9849999418258668,0,-0.06800000000000006,-1.6530000381469727,0.0,0.393,-1.1920000381469726,0.0,0.18300000000000005,-1.4020000381469726,0.0,0.17300000000000004,-1.4120000381469726,0.0,0.08699999999999997,-1.4980000381469727,0.0,0.16999999999999993,-1.4150000381469727,0.0,0.242,-1.3430000381469727,0.0,0.369,-1.2160000381469727,0.0,0.53,-1.0550000381469726,0.0,CD-36   518,H,4,20.36161194181,0.0078,-35.68396113815,0.009,0.6014,0.0149,40.4612,25.451,25.451,0.007,0.122,0.011,31,,,0.985,9.502958,0.00276
MINCE III,4345,0.74,2.1,5155555974773279744,999.9990234375,997.8760235309601,999.9990234375,-0.19899999999999984,-2.321999906539917,0.086,0.4660000000000002,-1.6569999065399168,0.082,-0.11899999999999977,-2.2419999065399168,0.0,0.3330000000000002,-1.7899999065399168,0.085,0.3570000000000002,-1.7659999065399168,0.047,HD_19367,0.16899999999999982,-1.909000068664551,0.081,0.3760000000000001,-1.7469999065399169,0.08,0.2919999999999998,-1.786000068664551,0.079,0.028000000000000025,-2.094999906539917,0.069,0.02200000000000024,-2.1009999065399168,0.0,-0.2469999999999999,-2.369999906539917,0.048,-2.123,0.139,-2.078,0.11,0.12100000000000044,-2.0019999065399166,0.106,-0.008999999999999897,40.991,0.138,-0.46399999999999997,-2.586999906539917,0.045,-0.10699999999999976,-2.2299999065399168,0.028,-0.25799999999999956,-2.3809999065399166,0,-0.09200000000000008,-2.170000068664551,0.0,0.3599999999999999,-1.718000068664551,0.0,0.18399999999999994,-1.8940000686645508,0.0,0.23499999999999988,-1.843000068664551,0.0,0.1259999999999999,-1.952000068664551,0.0,0.34899999999999975,-1.729000068664551,0.0,0.2749999999999999,-1.8030000686645509,0.0,0.5169999999999999,-1.5610000686645509,0.0,0.7279999999999998,-1.350000068664551,0.0,HD  19367,H,4,46.60469997807,0.014,-15.00364265539,0.0129,0.3922,0.0157,25.01,17.101,10.922,0.018,-13.159,0.016,31,,,1.039,9.315125,0.002819
MINCE III,4285,1.15,1.81,5034551735135354496,999.9990234375,998.5620234012604,999.9990234375,-0.08499999999999996,-1.522000036239624,0.041,0.4690000000000001,-0.9680000362396239,0.074,0.08099999999999996,-1.356000036239624,0.075,0.389,-1.048000036239624,0.075,0.391,-1.046000036239624,0.055,HD_6518,0.31299999999999994,-0.971999966621399,0.123,0.357,-1.080000036239624,0.076,0.29599999999999993,-0.988999966621399,0.072,0.02400000000000002,-1.413000036239624,0.086,0.028000000000000025,-1.409000036239624,0.0,-0.20899999999999985,-1.6460000362396239,0.057,-1.437,0.141,-1.285,0.135,0.131,-1.306000036239624,0.129,0.0030000000000001137,41.003,0.124,-0.44099999999999984,-1.8780000362396239,0.071,-0.03699999999999992,-1.474000036239624,0.037,-0.42799999999999994,-1.865000036239624,0,-0.15700000000000003,-1.441999966621399,0.0,0.35399999999999987,-0.930999966621399,0.0,0.008000000000000007,-1.276999966621399,0.0,-0.030000000000000027,-1.314999966621399,0.0,-0.129,-1.413999966621399,0.0,0.06099999999999994,-1.223999966621399,0.0,-997.715,-998.9999999666214,0.0,0.31099999999999994,-0.973999966621399,0.0,0.47899999999999987,-0.805999966621399,0.0,HD   6518,H,4,16.45534631903,0.0176,-26.6626429859,0.0132,0.7279,0.0224,32.5357,46.167,41.705,0.024,-19.8,0.03,31,,,1.016,8.965139,0.002765
MINCE III,4323,0.63,2.17,4961165724893425792,999.9990234375,997.5150234699249,999.9990234375,-0.2469999999999999,-2.730999967575073,0.045,0.5529999999999999,-1.9309999675750733,0.003,-996.516,-998.999999967575,-999.0,0.46499999999999986,-2.0189999675750734,0.086,0.379,-2.1049999675750732,0.098,CD-40_471,0.23099999999999987,-2.2339999141693117,0.097,0.36499999999999977,-2.1189999675750735,0.091,0.3899999999999997,-2.074999914169312,0.089,-0.0259999999999998,-2.509999967575073,0.094,-0.027000000000000135,-2.5109999675750734,0.0,-0.363,-2.8469999675750732,0.069,-2.484,0.136,-2.465,0.126,0.1259999999999999,-2.3579999675750734,0.109,-0.008000000000000007,40.992,0.13,-0.46799999999999997,-2.951999967575073,0.114,-0.1080000000000001,-2.5919999675750733,0.033,-0.23499999999999988,-2.718999967575073,0,-0.09200000000000008,-2.5569999141693116,0.0,0.34,-2.1249999141693117,0.0,0.22299999999999986,-2.2419999141693117,0.0,0.18599999999999994,-2.2789999141693116,0.0,0.05699999999999994,-2.4079999141693116,0.0,0.29400000000000004,-2.1709999141693115,0.0,0.29899999999999993,-2.1659999141693116,0.0,0.5529999999999999,-1.9119999141693116,0.0,0.7179999999999997,-1.7469999141693118,0.0,CD-40   471,H,4,28.12155221742,0.0071,-39.66521845073,0.0088,0.3549,0.0121,29.2773,16.807,4.912,0.008,-16.073,0.01,31,,,0.965,9.227561,0.00281
MINCE III,4046,0.8,1.85,2334178733827591424,999.9990234375,998.6730234622955,999.9990234375,-0.06099999999999994,-1.3869999752044677,0.052,0.4690000000000001,-0.8569999752044677,0.067,0.07300000000000018,-1.2529999752044676,0.065,0.3690000000000001,-0.9569999752044677,0.139,0.3370000000000001,-0.9889999752044677,0.051,CD-27_16505,0.15599999999999992,-0.9329999866485597,0.14,0.3810000000000001,-0.9449999752044677,0.079,0.17099999999999993,-0.9179999866485596,0.103,0.09099999999999997,-1.2349999752044678,0.072,0.07500000000000018,-1.2509999752044676,0.0,-0.19799999999999995,-1.5239999752044677,0.131,-1.326,0.156,-1.089,0.142,0.14800000000000013,-1.1779999752044676,0.143,0.027000000000000135,41.027,0.13,-0.401,-1.7269999752044678,0.092,-0.16199999999999992,-1.4879999752044677,0.001,-997.674,-998.9999999752044,0,-0.09899999999999998,-1.1879999866485595,0.0,0.33299999999999996,-0.7559999866485596,0.0,0.04699999999999993,-1.0419999866485596,0.0,0.008000000000000007,-1.0809999866485596,0.0,-0.16199999999999992,-1.2509999866485595,0.0,0.16099999999999992,-0.9279999866485596,0.0,-997.911,-998.9999999866485,0.0,0.4029999999999999,-0.6859999866485597,0.0,0.611,-0.4779999866485596,0.0,CD-27 16505,H,4,359.88130613318,0.0156,-27.28146572173,0.0135,0.4816,0.02,24.0902,48.354,-26.151,0.016,-40.672,0.016,31,,,1.21,9.213929,0.002809
