ref,Teff,logg,micro,source_id_GAIA,[OI/FeI],[O/H],Ostd,[NaI/FeI],[Na/H],Nastd,[MgI/FeI],[Mg/H],Mgstd,[AlI/FeI],[Al/H],Alstd,[SiI/FeI],[Si/H],Sistd,[CaI/FeI],[Ca/H],Castd,target_id,[ScII/FeII],[ScII/H],ScIIstd,[TiI/FeI],[TiI/H],TiIstd,[TiII/FeII],[TiII/H],TiIIstd,[VI/FeI],[V/H],Vstd,[CrI/FeI],[Cr/H],Crstd,[MnI/FeI],[Mn/H],Mnstd,[FeI/H],Festd,[FeII/H],FeIIstd,[CoI/FeI],[Co/H],Costd,[NiI/FeI],[Ni/H],Nistd,[CuI/FeI],[Cu/H],Custd,[ZnI/FeI],[Zn/H],Znstd,[Sr/Fe],[Sr/H],Srstd,[YII/FeII],[YII/H],Ystd,[ZrII/FeII],[ZrII/H],Zrstd,[BaII/FeII],[BaII/H],Bastd,[LaII/FeII],[LaII/H],Lastd,[CeII/FeII],[CeII/H],Cestd,[PrII/FeII],[PrII/H],Prstd,[NdII/FeII],[NdII/H],Ndstd,[SmII/FeII],[SmII/H],Smstd,[EuII/FeII],[EuII/H],Eustd,main_id_2,Strut,Structure,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ruwe,phot_g_mean_mag,phot_g_mean_mag_error
MINCE I\II,4193,0.71,2.02,3628846700506717568,0.6499999761581421,-1.3009999990463257,0.0,-0.1399998664855957,-2.0909998416900635,0.03,0.5300000905990601,-1.4209998846054077,0.0,0.05000007152557373,-1.900999903678894,0.0,0.33000004291534424,-1.6209999322891235,0.08,0.33000004291534424,-1.6209999322891235,0.04,BD-073523,0.31000006198883057,-1.5609999895095825,0.14,0.3500000238418579,-1.6009999513626099,0.08,0.3500000238418579,-1.5210000276565552,0.08,9.65999984741211,7.708999872207642,0.06,-0.029999971389770508,-1.9809999465942383,0.0,-0.28999996185302734,-2.240999937057495,0.08,-1.951,0.103,-1.871,0.162,0.09000003337860107,-1.8609999418258667,0.11,-0.06999993324279785,40.9300000667572,0.15,-0.49000000953674316,-2.440999984741211,0.1,-0.1399998664855957,-2.0909998416900635,0.06,-0.4090000092983246,-2.3599999845027924,0,-0.09399999678134918,-1.9650000482797623,0.0,0.43,-1.4410000514984131,0.05,0.23100000619888306,-1.64000004529953,0.0,0.3009999990463257,-1.5700000524520874,0.0,0.09600000083446503,-1.775000050663948,0.0,0.5580000281333923,-1.3130000233650208,0.0,0.36500000953674316,-1.50600004196167,0.0,0.47699999809265137,-1.3940000534057617,0.0,0.781000018119812,-1.090000033378601,0.0,BD-07  3523,H,4,195.13989283401,0.0148,-7.99395881659,0.0094,0.4292,0.0166,25.8066,20.265,-19.64,0.021,-4.994,0.013,31,,,0.96,9.126393,0.002835
MINCE I\II,4516,1.17,1.99,1286937751398121984,-96.80999755859375,-99.05499744415283,0.0,-0.19000005722045898,-2.434999942779541,0.05,0.5800000429153442,-1.6649998426437378,0.11,-96.75,-98.99499988555908,0.0,0.48000001907348633,-1.7649998664855957,0.07,0.3799999952316284,-1.8649998903274536,0.06,BD+32_2483,0.2700001001358032,-1.9269999265670776,0.1,0.3500000238418579,-1.8949998617172241,0.06,0.3900001049041748,-1.806999921798706,0.11,10.279999732971191,8.03499984741211,0.07,-0.06999993324279785,-2.31499981880188,0.0,-0.38000011444091797,-2.625,0.1,-2.245,0.105,-2.197,0.162,0.06999993324279785,-2.174999952316284,0.13,0.0,41.0,0.13,-0.6099998950958252,-2.8549997806549072,0.07,0.08999991416931152,-2.1549999713897705,0.06,-0.11500000208616257,-2.3599998876452446,0,-0.14000000059604645,-2.3370000272989273,0.0,0.43,-1.767000026702881,0.04,-0.16699999570846558,-2.3640000224113464,0.0,0.02500000037252903,-2.172000026330352,0.0,-0.1850000023841858,-2.3820000290870667,0.0,0.1850000023841858,-2.012000024318695,0.0,0.04500000178813934,-2.1520000249147415,0.0,0.1599999964237213,-2.0370000302791595,0.0,9.989999771118164,7.792999744415283,0.0,BD+32  2483,H,4,217.91228168557,0.0073,31.98280165634,0.0089,0.4156,0.0128,32.5484,21.842,-10.444,0.013,-19.183,0.014,31,,,0.951,9.838884,0.002762
MINCE I\II,4091,0.45,2.11,2234812157176934528,0.809999942779541,-1.371000051498413,0.0,-0.11999988555908203,-2.300999879837036,0.11,0.5400000810623169,-1.6409999132156372,0.0,-96.81999969482422,-99.00099968910217,0.0,0.4700000286102295,-1.7109999656677246,0.13,0.3400000333786011,-1.840999960899353,0.08,TYC_3944-698-1,0.31999993324279785,-1.7350001335144043,0.15,0.48000001907348633,-1.7009999752044678,0.12,0.5199999809265137,-1.5350000858306885,0.1,10.449999809265137,8.268999814987183,0.08,0.09000015258789062,-2.0909998416900635,0.0,-0.18999981880187988,-2.370999813079834,0.08,-2.181,0.128,-2.055,0.205,0.15000009536743164,-2.0309998989105225,0.17,0.009999990463256836,41.00999999046326,0.15,-0.46000003814697266,-2.6410000324249268,0.03,0.6000000238418579,-1.5809999704360962,0.02,-0.5289999842643738,-2.709999978542328,0,-0.09000000357627869,-2.145000070333481,0.0,0.39,-1.665000066757202,0.02,-0.07199999690055847,-2.1270000636577606,0.0,0.039000000804662704,-2.0160000659525394,0.0,-0.13199999928474426,-2.1870000660419464,0.0,0.22100000083446503,-1.8340000659227371,0.0,0.04500000178813934,-2.010000064969063,0.0,0.19599999487400055,-1.8590000718832016,0.0,0.5609999895095825,-1.4940000772476196,0.0,TYC 3944-698-1,H,4,300.74836291147,0.0108,58.01863520306,0.0109,0.2676,0.0112,23.8817,4.362,-3.602,0.013,-2.46,0.014,31,,,0.95,9.892493,0.00333
MINCE I\II,4468,1.0,2.04,1509607788238564992,0.9100000858306885,-1.36899995803833,0.05000000074505806,-0.1100001335144043,-2.389000177383423,0.03,0.6599999666213989,-1.6190000772476196,0.13,-96.70999908447266,-98.98899912834167,0.0,0.4599999189376831,-1.8190001249313354,0.08,0.3799999952316284,-1.8990000486373901,0.07,BD+48_2167,0.24000012874603271,-1.909999966621399,0.11,0.38999998569488525,-1.8890000581741333,0.07,0.37000012397766113,-1.7799999713897705,0.1,9.75,7.4709999561309814,0.06,-0.09000015258789062,-2.369000196456909,0.0,-0.440000057220459,-2.7190001010894775,0.09,-2.279,0.107,-2.15,0.123,0.07999992370605469,-2.199000120162964,0.14,-0.04999995231628418,40.950000047683716,0.12,-0.5799999237060547,-2.8589999675750732,0.05,0.09999990463256836,-2.17900013923645,0.01,-0.0560000017285347,-2.3350000455975533,0,-0.164000004529953,-2.3140000998973846,0.0,0.38,-1.7700000953674317,0.02,0.09200000017881393,-2.0580000951886177,0.0,0.11599999666213989,-2.0340000987052917,0.0,-0.08399999886751175,-2.2340000942349434,0.0,0.36899998784065247,-1.7810001075267792,0.0,0.0860000029206276,-2.064000092446804,0.0,0.29899999499320984,-1.8510001003742218,0.0,0.5090000033378601,-1.6410000920295715,0.0,BD+48  2167,H,4,209.83221897743,0.0083,48.0931106353,0.0095,0.4565,0.0117,39.1799,20.815,-6.055,0.01,-19.915,0.012,31,,,0.946,9.332142,0.002783
MINCE I\II,4276,0.7,2.08,1846612603278169600,0.6800000667572021,-1.5969998836517334,0.05999999865889549,-0.2200000286102295,-2.496999979019165,0.05,0.5,-1.7769999504089355,0.0,-96.72000122070312,-98.99700117111206,0.0,0.3399999141693115,-1.937000036239624,0.08,0.309999942779541,-1.9670000076293945,0.06,BD+25_4520,0.19000005722045898,-1.937999963760376,0.13,0.24000000953674316,-2.0369999408721924,0.08,0.18000006675720215,-1.9479999542236328,0.09,9.779999732971191,7.502999782562256,0.06,-0.1100001335144043,-2.38700008392334,0.0,-0.31999993324279785,-2.5969998836517334,0.07,-2.277,0.096,-2.128,0.172,0.06999993324279785,-2.2070000171661377,0.14,-0.039999961853027344,40.96000003814697,0.12,-0.4200000762939453,-2.697000026702881,0.23,-0.08999991416931152,-2.366999864578247,0.02,-0.25,-2.5269999504089355,0,-0.414000004529953,-2.542000025510788,0.0,0.34,-1.7880000209808349,0.06,-0.3179999887943268,-2.4460000097751617,0.0,-0.16300000250339508,-2.29100002348423,0.0,-0.41999998688697815,-2.548000007867813,0.0,9.989999771118164,7.861999750137329,0.0,-0.13300000131130219,-2.261000022292137,0.0,0.06700000166893005,-2.061000019311905,0.0,9.989999771118164,7.861999750137329,0.0,BD+25  4520,H,4,320.53479094645,0.014,25.75435196767,0.0115,0.3991,0.0181,22.0944,22.979,21.567,0.015,-7.931,0.013,31,,,1.047,9.258242,0.002801
MINCE I\II,4757,1.64,1.86,1737165669660120320,-97.11000061035156,-99.03600060939789,0.0,-0.43000006675720215,-2.356000065803528,0.02,0.3200000524520874,-1.6059999465942383,0.09,-97.05000305175781,-98.97600305080414,0.0,0.23000001907348633,-1.6959999799728394,0.07,0.2200000286102295,-1.7059999704360962,0.05,BD+074625,0.11000001430511475,-1.8070000410079956,0.09,0.23000001907348633,-1.6959999799728394,0.07,0.2200000286102295,-1.6970000267028809,0.08,8.869999885559082,6.943999886512756,0.06,-0.09999990463256836,-2.025999903678894,0.0,-0.36999988555908203,-2.2959998846054077,0.05,-1.926,0.102,-1.917,0.13,0.020000100135803223,-1.9059998989105225,0.14,-0.08999991416931152,40.91000008583069,0.12,-0.7599999904632568,-2.6859999895095825,0.0,-0.11999988555908203,-2.0459998846054077,0.03,-0.367000013589859,-2.2930000126361847,0,-0.2720000147819519,-2.1890000700950623,0.0,0.29,-1.6270000553131103,0.06,-0.004000000189989805,-1.9210000555031002,0.0,0.23800000548362732,-1.679000049829483,0.0,0.05900000035762787,-1.8580000549554825,0.0,0.47600001096725464,-1.4410000443458557,0.0,0.23399999737739563,-1.6830000579357147,0.0,0.35600000619888306,-1.5610000491142273,0.0,0.4059999883174896,-1.5110000669956207,0.0,BD+07  4625,H,4,316.80435802019,0.0137,7.73857898784,0.0081,1.22,0.0173,70.3913,72.58,-48.138,0.018,-54.319,0.011,31,,,0.979,8.619643,0.002759
MINCE I\II,4287,0.7,2.05,1190179181964770432,0.7699999809265137,-0.9329999685287476,0.009999999776482582,-0.11000001430511475,-1.812999963760376,0.03,0.5600000619888306,-1.1429998874664307,0.0,0.18000006675720215,-1.522999882698059,0.06,0.3400000333786011,-1.3629999160766602,0.05,0.40000009536743164,-1.3029998540878296,0.05,HD139423,0.28999996185302734,-1.4940000772476196,0.12,0.40000009536743164,-1.3029998540878296,0.09,0.3799999952316284,-1.4040000438690186,0.12,8.4399995803833,6.7369996309280396,0.06,0.0,-1.7029999494552612,0.0,-0.21999990940093994,-1.9229998588562012,0.06,-1.703,0.109,-1.784,0.149,0.12000000476837158,-1.5829999446868896,0.13,-0.059999942779541016,40.94000005722046,0.12,-0.440000057220459,-2.14300000667572,0.12,-0.09999990463256836,-1.8029998540878296,0.06,-0.05700000002980232,-1.7599999494850636,0,-0.1420000046491623,-1.9260000437498093,0.0,-0.14,-1.924000039100647,0.07,0.0,-1.784000039100647,0.0,0.27300000190734863,-1.5110000371932983,0.0,0.006000000052154064,-1.778000039048493,0.0,0.35600000619888306,-1.428000032901764,0.0,0.335999995470047,-1.4480000436306,0.0,0.4729999899864197,-1.3110000491142273,0.0,0.5830000042915344,-1.2010000348091125,0.0,HD 139423,H,4,234.4408871045,0.0163,11.60293831971,0.0155,0.6829,0.0206,33.2279,66.272,-16.711,0.02,-64.13,0.019,31,,,0.987,8.025946,0.002807
MINCE IV,4329,1.14,1.91,2766840957405002496,0.6899999976158142,-1.10999995470047,0.0,0.03,-1.7699999523162842,0.01,0.6800000071525574,-1.1199999451637268,0.06,0.3199999928474426,-1.4799999594688416,0.01,0.44999998807907104,-1.3499999642372131,0.11,0.43,-1.3699999523162842,0.07,BD+11_5071,0.32,-1.4000000286102294,0.07,0.36000001430511475,-1.4399999380111694,0.12,0.4099999964237213,-1.3100000321865082,0.08,0.11,-1.689999952316284,0.06,-0.04,-1.8399999523162842,0.13,-0.38999998569488525,-2.1899999380111694,0.09,-1.8,0.12,-1.72,0.11,0.16,-1.6399999523162843,0.13,0.04,41.04,0.13,-0.4399999976158142,-2.2399999499320984,0.03,0.05999999865889549,-1.7399999536573887,0.0,-0.2150000035762787,-2.014999955892563,0,-0.07,-1.7900000286102296,0.08,0.5,-1.2200000286102295,0.07,-0.05999999865889549,-1.780000027269125,0.06,0.10999999940395355,-1.610000029206276,0.08,0.09000000357627869,-1.6300000250339508,0.06,0.03,-1.6900000286102295,0.01,0.14,-1.5800000286102294,0.0,0.27,-1.4500000286102295,0.0,0.46,-1.2600000286102295,0.0,BD+11 5071,H,4,358.46966619011,0.0142,12.6390888303,0.0136,0.5424,0.0192,28.3199,22.229,-1.684,0.019,-22.165,0.016,95,1.4319,0.0026,1.06,9.577116,0.002763
MINCE IV,4302,0.61,2.23,921290624095457408,0.5799999833106995,-1.300000011920929,0.0,0.09,-1.7899999952316283,0.07,0.6399999856948853,-1.2400000095367432,0.06,0.18000000715255737,-1.699999988079071,0.14,0.38999998569488525,-1.4900000095367432,0.06,0.38,-1.4999999952316285,0.1,TYC_2973-1090-1,0.26,-1.680000057220459,0.1,0.3700000047683716,-1.5099999904632568,0.12,0.3400000035762787,-1.6000000536441803,0.1,0.16,-1.7199999952316285,0.09,-0.03,-1.9099999952316284,0.16,-0.4099999964237213,-2.2899999916553497,0.11,-1.88,0.12,-1.94,0.1,0.14,-1.7399999952316283,0.11,-0.01,40.99,0.13,-0.3499999940395355,-2.229999989271164,0.17,-0.15000000596046448,-2.030000001192093,0.0,-0.23999999463558197,-2.1199999898672104,0,-0.16,-2.100000057220459,0.08,0.47,-1.470000057220459,0.02,-0.20999999344348907,-2.150000050663948,0.0,0.09000000357627869,-1.8500000536441803,0.07,-0.029999999329447746,-1.9700000565499067,0.12,0.10000000149011612,-1.8400000557303429,0.08,0.15,-1.790000057220459,0.08,0.3,-1.640000057220459,0.07,0.52,-1.420000057220459,0.0,TYC 2973-1090-1,H,4,120.0035664795,0.0128,39.86540635438,0.0123,0.3428,0.0168,20.3548,18.208,8.517,0.016,-16.093,0.013,31,,,1.065,9.144907,0.002776
MINCE IV,4592,1.45,2.07,607178809376609536,0.7300000190734863,-1.4500000476837158,0.0,-99.99,-102.1700000667572,0.0,0.41999998688697815,-1.760000079870224,0.06,-9.989999771118164,-12.169999837875366,0.0,0.41999998688697815,-1.760000079870224,0.06,0.38,-1.8000000667572023,0.07,HD77662,0.13,-1.8999999713897706,0.08,0.23999999463558197,-1.9400000721216202,0.07,0.23999999463558197,-1.7899999767541885,0.1,-0.13,-2.310000066757202,0.09,-0.11,-2.290000066757202,0.07,-0.44999998807907104,-2.630000054836273,0.05,-2.18,0.11,-2.03,0.1,0.05,-2.1300000667572023,0.13,0.0,41.0,0.1,-0.6800000071525574,-2.8600000739097595,0.0,0.029999999329447746,-2.1500000674277544,0.02,-0.1550000011920929,-2.335000067949295,0,-0.19,-2.2199999713897705,0.05,0.23,-1.7999999713897705,0.07,0.0,-2.0299999713897705,0.03,0.1899999976158142,-1.8399999737739563,0.1,0.20000000298023224,-1.8299999684095383,0.08,0.23000000417232513,-1.7999999672174454,0.0,0.32,-1.7099999713897704,0.08,0.48,-1.5499999713897705,0.04,0.66,-1.3699999713897704,0.0,HD  77662,H,4,136.07017108674,0.0137,14.29994746796,0.0099,0.8576,0.0168,51.1427,57.606,8.782,0.017,-56.932,0.013,31,,,0.925,8.990972,0.002761
MINCE IV,5109,2.4,1.77,3860276679628980992,0.8500000238418579,-0.18999993801116943,0.17000000178813934,0.16,-0.8799999618530273,0.07,0.4699999988079071,-0.5699999630451202,0.04,0.3400000035762787,-0.6999999582767487,0.11,0.38999998569488525,-0.6499999761581421,0.14,0.33,-0.7099999618530273,0.1,TYC_249-1043-1,0.16,-0.84,0.07,0.3400000035762787,-0.6999999582767487,0.09,0.3799999952316284,-0.6200000047683716,0.1,0.06,-0.9799999618530273,0.09,-0.03,-1.0699999618530274,0.05,-0.3100000023841858,-1.3499999642372131,0.09,-1.04,0.11,-1.0,0.1,0.17,-0.8699999618530273,0.06,0.07,41.07,0.11,-0.15000000596046448,-1.1899999678134918,0.08,0.10000000149011612,-0.9399999603629112,0.07,-0.11999999731779099,-1.1599999591708183,0,-0.12,-1.12,0.11,0.14,-0.86,0.0,0.09000000357627869,-0.9099999964237213,0.07,0.05999999865889549,-0.9400000013411045,0.03,0.019999999552965164,-0.9800000004470348,0.11,0.019999999552965164,-0.9800000004470348,0.0,0.14,-0.86,0.13,0.21,-0.79,0.11,0.5,-0.5,0.0,TYC 249-1043-1,H,4,155.78892872483,0.0186,4.47970820198,0.0138,1.3136,0.0213,61.6541,55.95,-7.066,0.019,-55.502,0.017,31,,,1.115,9.848755,0.002763
MINCE IV,4076,1.01,1.55,3072648774976292992,0.41999998688697815,-0.5900000035762787,0.10000000149011612,0.2,-0.8099999904632569,0.1,0.4399999976158142,-0.5699999928474426,0.07,0.25,-0.7599999904632568,0.09,0.3700000047683716,-0.6399999856948853,0.1,0.18,-0.8299999904632569,0.08,BD-02_2610,0.15,-0.7700000166893005,0.1,0.23999999463558197,-0.7699999958276749,0.12,0.23000000417232513,-0.6900000125169754,0.12,0.04,-0.9699999904632568,0.11,0.02,-0.9899999904632568,0.13,-0.30000001192092896,-1.3100000023841858,0.08,-1.01,0.14,-0.92,0.12,0.05,-0.9599999904632568,0.13,-0.0,41.0,0.16,-0.1899999976158142,-1.199999988079071,0.03,-0.14000000059604645,-1.1499999910593033,0.07,-0.41999998688697815,-1.429999977350235,0,-0.15,-1.0700000166893004,0.12,0.03,-0.8900000166893005,0.0,0.10999999940395355,-0.810000017285347,0.0,0.03999999910593033,-0.8800000175833702,0.04,-0.03999999910593033,-0.9600000157952309,0.12,-0.0,-0.9200000166893005,0.12,0.12,-0.8000000166893005,0.16,0.13,-0.7900000166893005,0.16,0.47,-0.45000001668930056,0.0,BD-02  2610,H,4,128.22973115501,0.0147,-2.79741674531,0.0099,0.5473,0.0204,26.8876,11.178,-3.116,0.02,-10.735,0.017,31,,,1.059,9.550324,0.002779
MINCE IV,4174,0.97,1.71,3976573231385341056,0.6200000047683716,-0.6499999761581421,0.019999999552965164,-0.07,-1.3399999809265137,0.1,0.5199999809265137,-0.75,0.0,0.07000000029802322,-1.1999999806284904,0.01,0.33000001311302185,-0.9399999678134918,0.05,0.34,-0.9299999809265136,0.09,BD+21_2364,0.18,-0.9499999952316285,0.08,0.20999999344348907,-1.0599999874830246,0.11,0.28999999165534973,-0.8400000035762787,0.1,-0.05,-1.3199999809265137,0.09,-0.04,-1.3099999809265137,0.11,-0.4300000071525574,-1.699999988079071,0.08,-1.27,0.14,-1.13,0.1,-0.02,-1.2899999809265137,0.13,-0.05,40.95,0.11,-0.4699999988079071,-1.7399999797344208,0.12,-0.07000000029802322,-1.339999981224537,0.04,-0.49900001287460327,-1.768999993801117,0,-0.22,-1.3499999952316284,0.1,-0.05,-1.1799999952316285,0.16,0.07000000029802322,-1.0599999949336052,0.0,0.009999999776482582,-1.1199999954551458,0.09,-0.019999999552965164,-1.1499999947845936,0.08,0.03999999910593033,-1.089999996125698,0.07,0.09,-1.0399999952316283,0.13,0.29,-0.8399999952316284,0.03,0.53,-0.5999999952316284,0.0,BD+21  2364,H,4,177.52153794277,0.0168,21.09915366784,0.0131,0.5264,0.0197,26.6825,32.357,-0.549,0.018,-32.352,0.014,31,,,1.081,9.340458,0.002797
MINCE IV,4201,1.46,1.75,2647966708010773248,0.6000000238418579,-0.25999999046325684,0.09000000357627869,0.35,-0.5100000143051148,0.1,0.6200000047683716,-0.24000000953674316,0.08,0.46000000834465027,-0.4000000059604645,0.12,0.4699999988079071,-0.39000001549720764,0.17,0.22,-0.6400000143051148,0.11,TYC_588-672-1,0.22,-0.53,0.15,0.3199999928474426,-0.5400000214576721,0.08,0.28999999165534973,-0.46000000834465027,0.14,0.08,-0.7800000143051148,0.12,0.04,-0.8200000143051147,0.12,-0.27000001072883606,-1.1300000250339508,0.17,-0.86,0.13,-0.75,0.17,0.26,-0.6000000143051147,0.13,0.06,41.06,0.17,-0.10999999940395355,-0.9700000137090683,0.05,-0.029999999329447746,-0.8900000136345625,0.06,-0.5699999928474426,-1.4300000071525574,0,-0.22,-0.97,0.24,-0.16,-0.91,0.11,-0.25,-1.0,0.07,-0.07999999821186066,-0.8299999982118607,0.04,-0.25999999046325684,-1.0099999904632568,0.19,-0.05999999865889549,-0.8099999986588955,0.03,-0.01,-0.76,0.11,0.02,-0.73,0.09,0.41,-0.34,0.0,TYC 588-672-1,H,4,353.50718293346,0.0147,3.9959326675,0.0103,0.9191,0.0148,62.0054,58.129,53.788,0.02,-22.043,0.012,31,,,0.967,9.532414,0.002768
MINCE IV,4041,0.79,1.71,598110071830686976,0.5600000023841858,-0.7499999403953552,0.009999999776482582,0.22,-1.089999942779541,0.02,0.2709999978542328,-1.0389999449253082,0.12,0.4300000071525574,-0.8799999356269836,0.0,0.3799999952316284,-0.9299999475479126,0.07,0.26,-1.049999942779541,0.08,TYC_810-1846-1,0.24,-0.9700000381469727,0.1,0.4300000071525574,-0.8799999356269836,0.12,0.3199999928474426,-0.89000004529953,0.1,0.14,-1.169999942779541,0.09,0.05,-1.259999942779541,0.05,-0.28999999165534973,-1.5999999344348907,0.1,-1.31,0.18,-1.21,0.15,0.14,-1.169999942779541,0.1,0.02,41.02,0.14,-0.1899999976158142,-1.4999999403953552,0.05,-0.07999999821186066,-1.3899999409914017,0.03,-0.6899999976158142,-1.9999999403953552,0,-0.25,-1.4600000381469727,0.13,-0.25,-1.4600000381469727,0.35,-0.009999999776482582,-1.2200000379234552,0.0,0.07999999821186066,-1.130000039935112,0.09,-0.07000000029802322,-1.2800000384449959,0.11,0.09000000357627869,-1.120000034570694,0.05,0.09,-1.1200000381469726,0.09,0.36,-0.8500000381469727,0.11,0.54,-0.6700000381469726,0.0,TYC  810-1846-1,H,4,131.65067954229,0.0142,9.87273094685,0.0084,0.5065,0.0165,30.6645,27.936,1.162,0.017,-27.911,0.013,31,,,0.977,9.251142,0.002782
MINCE IV,4970,1.92,1.68,4230417785833525376,0.25699999928474426,0.03800000250339508,0.17260000109672546,0.5220000147819519,0.3030000180006027,0.2162,0.29600000381469727,0.07700000703334808,0.2325,0.31700000166893005,0.09800000488758087,0.0653,0.09700000286102295,-0.12199999392032623,0.1177,0.23800000548362732,0.019000008702278137,0.1147,BD-00_3963,0.20100000500679016,-0.30300000309944153,0.0747,0.3400000035762787,0.1210000067949295,0.1422,0.23899999260902405,-0.26500001549720764,0.1774,0.21400000154972076,-0.004999995231628418,0.1739,0.17399999499320984,-0.04500000178813934,0.1746,-0.03099999949336052,-0.2499999962747097,0.2385,-0.219,0.1695,-0.504,0.1407,0.13699999451637268,-0.0820000022649765,0.152,-0.004999999888241291,40.99500000011176,0.166,-0.024000000208616257,-0.24299999698996544,0.0,-0.48399999737739563,-0.7029999941587448,0.0,-0.18299999833106995,-0.40199999511241913,0,0.12700000405311584,-0.37700000405311584,0.154,-99.98999786376953,-100.49399787187576,0.0,0.4350000023841858,-0.0690000057220459,0.0,0.28200000524520874,-0.22200000286102295,0.1078,0.2619999945163727,-0.242000013589859,0.1578,0.22300000488758087,-0.2810000032186508,0.1462,0.30399999022483826,-0.20000001788139343,0.1373,0.3019999861717224,-0.20200002193450928,0.1211,0.36800000071525574,-0.13600000739097595,0.0,BD-00  3963,H,4,304.30223717707,0.0132,0.35629557066,0.012,1.6855,0.0174,96.95120239257812,2.053,1.947,0.017,0.65,0.016,31,,,0.949,8.548634,0.002761
MINCE III,4167,0.82,1.93,5381981878914220160,999.9990234375,998.4990234375,999.9990234375,-0.18300000000000005,-1.683,0.055,0.43900000000000006,-1.061,0.084,-0.0020000000000000018,-1.502,0.088,0.33099999999999996,-1.169,0.121,0.2889999999999999,-1.211,0.061,CD-43_7161,0.19100000000000006,-1.152000054359436,0.1,0.32800000000000007,-1.172,0.071,0.2689999999999999,-1.0740000543594361,0.071,-0.03200000000000003,-1.532,0.088,-0.004999999999999893,-1.505,0.0,-0.31099999999999994,-1.811,0.131,-1.5,0.131,-1.343,0.164,0.08600000000000008,-1.414,0.139,-0.0029999999999998916,40.997,0.131,-0.4890000000000001,-1.989,0.095,-0.09099999999999997,-1.591,0.0,-0.5779999999999998,-2.078,0,-0.1060000000000001,-1.4490000543594361,0.0,0.37,-0.973000054359436,0.0,0.21500000000000008,-1.128000054359436,0.0,0.06299999999999994,-1.280000054359436,0.0,-0.01100000000000012,-1.3540000543594362,0.0,0.15300000000000002,-1.190000054359436,0.0,0.20700000000000007,-1.136000054359436,0.0,0.29600000000000004,-1.047000054359436,0.0,0.638,-0.705000054359436,0.0,CD-43  7161,G,5,173.97589695847,0.0086,-43.69948485989,0.0074,0.4816,0.0113,42.5546,26.932,16.763,0.01,-21.08,0.009,31,,,0.915,9.458072,0.002859
MINCE III,4118,0.58,2.06,6077020253002583424,999.9990234375,997.9520235061646,999.9990234375,-0.08499999999999996,-2.131999931335449,0.13,0.55,-1.4969999313354492,0.06,0.16300000000000026,-1.883999931335449,0.114,0.44000000000000017,-1.606999931335449,0.071,0.3730000000000002,-1.673999931335449,0.058,TYC_8633-2281-1,0.11599999999999988,-1.6849999990463258,0.151,0.3670000000000002,-1.679999931335449,0.083,0.33899999999999997,-1.4619999990463257,0.119,0.05300000000000016,-1.993999931335449,0.044,0.049000000000000155,-1.997999931335449,0.0,-0.22599999999999998,-2.272999931335449,0.075,-2.047,0.185,-1.801,0.124,0.07700000000000018,-1.969999931335449,0.097,0.027000000000000135,41.027,0.121,-0.4039999999999999,-2.450999931335449,0.142,0.03000000000000025,-2.016999931335449,0.0,-0.3959999999999999,-2.442999931335449,0,-0.244,-2.0449999990463255,0.0,0.33399999999999985,-1.4669999990463258,0.0,0.1359999999999999,-1.6649999990463258,0.0,0.006000000000000005,-1.7949999990463257,0.0,-0.09099999999999997,-1.8919999990463257,0.0,0.026000000000000023,-1.7749999990463257,0.0,0.05899999999999994,-1.7419999990463257,0.0,0.19999999999999996,-1.6009999990463257,0.0,0.365,-1.4359999990463257,0.0,TYC 8633-2281-1,G,5,183.40373755552,0.0081,-53.22027499972,0.0098,0.5249,0.0139,37.832,16.159,15.143,0.01,-5.641,0.012,31,,,0.904,8.870806,0.002837
MINCE III,4063,0.75,1.93,6809930269991110912,999.9990234375,998.1600234508514,999.9990234375,-0.18000000000000016,-2.0189999866485597,0.031,0.43399999999999994,-1.4049999866485596,0.07,0.0,-1.8389999866485596,0.107,0.363,-1.4759999866485596,0.08,0.33099999999999996,-1.5079999866485596,0.053,CD-28_17446,0.020000000000000018,-1.414000015258789,0.111,0.30800000000000005,-1.5309999866485595,0.061,0.16399999999999992,-1.2700000152587891,0.082,-0.04800000000000004,-1.8869999866485596,0.037,-0.029000000000000137,-1.8679999866485597,0.0,-0.3210000000000002,-2.1599999866485597,0.099,-1.839,0.17,-1.434,0.141,0.04400000000000004,-1.7949999866485595,0.135,-0.015000000000000124,40.985,0.141,-0.512,-2.3509999866485596,0.1,-0.014000000000000012,-1.8529999866485596,0.009,-0.512,-2.3509999866485596,0,-0.22599999999999998,-1.660000015258789,0.0,0.28,-1.154000015258789,0.0,0.04800000000000004,-1.386000015258789,0.0,0.010000000000000009,-1.424000015258789,0.0,-0.10299999999999998,-1.537000015258789,0.0,0.05600000000000005,-1.378000015258789,0.0,0.09999999999999987,-1.3340000152587892,0.0,0.33899999999999997,-1.095000015258789,0.0,0.571,-0.8630000152587891,0.0,CD-28 17446,G,5,326.68997897891,0.0166,-27.77883455861,0.0134,0.3143,0.0187,16.8176,33.704,-20.471,0.022,-26.774,0.016,31,,,1.078,9.494202,0.002926
